/Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/center_2020_07_17_13_28_59_258.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/left_2020_07_17_13_28_59_258.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/right_2020_07_17_13_28_59_258.jpg, 0, 0, 0, 0.9217874
/Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/center_2020_07_17_13_28_59_395.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/left_2020_07_17_13_28_59_395.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/right_2020_07_17_13_28_59_395.jpg, 0, 0, 0, 0.9036663
/Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/center_2020_07_17_13_28_59_500.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/left_2020_07_17_13_28_59_500.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/right_2020_07_17_13_28_59_500.jpg, 0, 0, 0, 0.890888
/Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/center_2020_07_17_13_28_59_609.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/left_2020_07_17_13_28_59_609.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/right_2020_07_17_13_28_59_609.jpg, 0, 0, 0, 0.8782462
/Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/center_2020_07_17_13_28_59_747.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/left_2020_07_17_13_28_59_747.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/right_2020_07_17_13_28_59_747.jpg, 0, 0, 0, 0.8607733
/Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/center_2020_07_17_13_28_59_879.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/left_2020_07_17_13_28_59_879.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/right_2020_07_17_13_28_59_879.jpg, 0, 0, 0, 0.8435604
/Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/center_2020_07_17_13_28_59_993.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/left_2020_07_17_13_28_59_993.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/right_2020_07_17_13_28_59_993.jpg, 0, 0, 0, 0.8314224
/Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/center_2020_07_17_13_29_00_120.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/left_2020_07_17_13_29_00_120.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/right_2020_07_17_13_29_00_120.jpg, 0, 0, 0, 0.8146462
/Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/center_2020_07_17_13_29_00_220.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/left_2020_07_17_13_29_00_220.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/right_2020_07_17_13_29_00_220.jpg, 0, 0, 0, 0.802816
/Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/center_2020_07_17_13_29_00_399.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/left_2020_07_17_13_29_00_399.jpg, /Users/hannes/RaspberryCar/RaspiCar/CarND-Behavioral/data/IMG/right_2020_07_17_13_29_00_399.jpg, 0, 0.2849518, 0, 0.5565822
